KEGG,smiles,n_electrons,n_carbons,exp_rxn_data,smiles_ph0,charge_ph0,smiles_ion,charge_ion,energy_Ha,energy_solv_Ha,compute_time
C05984,CC[C@H](O)C(=O)O,42,4,True,CC[C@H](O)C(O)=O,0,CC[C@@H](C(=O)O)O,0.0,-378.274720424011,-378.14123992,312.619
C00093,O=P(O)(O)OC[C@H](O)CO,62,3,True,OC[C@@H]([OH2+])COP(O)([O-])=O,0,OC[C@H](COP(=O)(O)O)O,0.0,-903.474760811807,-903.27077774,2407.604
C08492,CC/C=C\CCO,42,6,True,CC\\C=C/CCO,0,OCC/C=C\CC,0.0,-307.04611527057097,-306.96315487,145.779
C16310,CC/C=C\CC=O,40,6,True,CC\\C=C/CC=O,0,CC/C=C\CC=O,0.0,-305.875330179557,-305.76500134,196.844
C00944,O=C1C[C@@](O)(C(=O)O)C[C@@H](O)[C@@H]1O,74,7,True,O[C@@H]1C[C@@](O)(CC(=O)[C@H]1O)C(O)=O,0,O[C@@H]1C[C@@](O)(CC(=O)[C@H]1O)C(=O)O,0.0,-715.4385414392799,-715.17062712,725.6619999999998
C03459,O=C(O)C(=O)C(O)C(=O)O,56,4,True,OC(C(O)=O)C(=O)C(O)=O,0,OC(=O)C(=O)C(C(=O)O)O,0.0,-599.060358517092,-598.79790844,309.853
C00033,CC(=O)O,24,2,True,CC(O)=O,0,CC(=O)O,0.0,-226.330325224364,-226.24129766,187.877
C00118,O=C[C@H](O)COP(=O)(O)O,60,3,True,O[C@H](COP(O)(O)=O)C=O,0,O=C[C@@H](COP(=O)(O)O)O,0.0,-902.370646458421,-902.14246656,592.669
C00181,OC1OC[C@@H](O)[C@H](O)[C@H]1O,60,5,True,O[C@@H]1COC(O)[C@H](O)[C@H]1O,0,O[C@@H]1COC([C@@H]([C@H]1O)O)O,0.0,-565.786056551711,-565.61647117,250.222
C00322,O=C(O)CCCC(=O)C(=O)O,62,6,True,OC(=O)CCCC(=O)C(O)=O,0,OC(=O)CCCC(=O)C(=O)O,0.0,-602.281633062885,-602.02405713,210.72
C02780,O=C(O)C(=O)[C@@H](O)[C@H](O)C(=O)CO,74,6,True,OCC(=O)[C@@H](O)[C@H](O)C(=O)C(O)=O,0,OCC(=O)[C@H]([C@@H](C(=O)C(=O)O)O)O,0.0,-750.979549405411,-750.67928681,755.204
C00590,COc1cc(/C=C/CO)ccc1O,70,10,True,COc1cc(\\C=C\\CO)ccc1O,0,OC/C=C/c1ccc(c(c1)OC)O,0.0,-606.297482612455,-606.07715022,550.6
C00263,N[C@@H](CCO)C(=O)O,48,4,True,[NH3+][C@@H](CCO)C(O)=O,1,OCC[C@@H](C(=O)O)[NH3+],1.0,-433.409299933213,-433.25831473,849.992
C01096,O=P(O)(O)OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO,98,6,True,OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)COP(O)(O)=O,0,OC[C@@H]([C@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O)O,0.0,-1243.022750628541,-1242.72249196,1709.652
C01100,N[C@H](COP(=O)(O)O)Cc1c[nH]cn1,80,6,True,[NH3+][C@H](COP(O)(O)=O)Cc1c[nH]c[nH+]1,2,[NH3+][C@@H](Cc1c[nH]c[nH+]1)COP(=O)(O)O,2.0,-1032.640410363976,-1032.35787742,1048.499
C03196,O=C(O)CC[C@H](O)C(=O)O,58,5,True,O[C@@H](CCC(O)=O)C(O)=O,0,OC(=O)CC[C@@H](C(=O)O)O,0.0,-564.664284588049,-564.44292542,422.858
C00989,O=C(O)CCCO,42,4,True,OCCCC(O)=O,0,OCCCC(=O)O,0.0,-378.273099762669,-378.14217163,347.716
C00282,[H][H],2,0,True,[H][H],0,[H][H],0.0,-1.1183520322,-1.11707482,12.859000000000002
C03926,O=C(O)CC(=O)[C@H](O)[C@H](O)CO,70,6,True,OC[C@@H](O)[C@@H](O)C(=O)CC(O)=O,0,OC[C@H]([C@H](C(=O)CC(=O)O)O)O,0.0,-677.792397594496,-677.54451686,1593.9679999999996
C00036,O=C(O)CC(=O)C(=O)O,50,4,True,OC(=O)CC(=O)C(O)=O,0,OC(=O)CC(=O)C(=O)O,0.0,-524.6957192818151,-524.45753357,313.283
C01620,O=C(O)[C@H](O)[C@@H](O)CO,54,4,True,OC[C@H](O)[C@@H](O)C(O)=O,0,OC[C@@H]([C@H](C(=O)O)O)O,0.0,-527.008931925292,-526.83184473,1171.864
C00756,CCCCCCCCO,56,8,True,CCCCCCCCO,0,CCCCCCCCO,0.0,-385.820729312518,-385.72391976,241.78
C01697,OC[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,74,6,True,OC[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,0,OC[C@H]([C@@H]([C@@H]([C@H](CO)O)O)O)O,0.0,-680.095007828479,-679.90839893,447.312
C00314,Cc1ncc(CO)c(CO)c1O,66,8,True,Cc1[nH+]cc(CO)c(CO)c1[O-],0,OCc1c(CO)cnc(c1O)C,0.0,-584.532028167278,-584.31392594,469.48800000000006
C00082,N[C@@H](Cc1ccc(O)cc1)C(=O)O,70,9,True,[NH3+][C@@H](Cc1ccc(O)cc1)C(O)=O,1,OC(=O)[C@H](Cc1ccc(cc1)O)[NH3+],1.0,-622.699663651799,-622.45929448,480.044
C01087,O=C(O)CC[C@@H](O)C(=O)O,58,5,True,O[C@H](CCC(O)=O)C(O)=O,0,OC(=O)CC[C@H](C(=O)O)O,0.0,-564.656585536402,-564.43454103,418.401
C00042,O=C(O)CCC(=O)O,46,4,True,OC(=O)CCC(O)=O,0,OC(=O)CCC(=O)O,0.0,-451.50636446466797,-451.31955235,291.483
C00064,NC(=O)CC[C@H](N)C(=O)O,58,5,True,NC(=O)CC[C@H]([NH3+])C(O)=O,1,NC(=O)CC[C@@H](C(=O)O)[NH3+],1.0,-525.7196891745459,-525.51257588,654.553
C00041,C[C@H](N)C(=O)O,36,3,True,C[C@H]([NH3+])C(O)=O,1,C[C@H]([NH3+])C(=O)O,1.0,-320.254785075774,-320.13667661,193.246
C00026,O=C(O)CCC(=O)C(=O)O,56,5,True,OC(=O)CCC(=O)C(O)=O,0,OC(=O)CCC(=O)C(=O)O,0.0,-563.4851981558979,-563.23642626,229.044
C00535,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,116,19,True,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O,0,O=C1CC[C@]2(C(=C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C)C,0.0,-879.929392962886,-879.61414758,1395.251
C00414,O=C1CCCCC1,40,6,True,O=C1CCCCC1,0,O=C1CCCCC1,0.0,-305.936968856851,-305.82858259,140.65
C00468,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,106,18,True,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CCC2=O,0,Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CCC2=O)C,0.0,-838.825536181142,-838.50662058,1144.571
C00258,O=C(O)[C@H](O)CO,42,3,True,OC[C@@H](O)C(O)=O,0,OC[C@H](C(=O)O)O,0.0,-413.850921292999,-413.70617969,117.427
C00232,O=CCCC(=O)O,40,4,True,OC(=O)CCC=O,0,O=CCCC(=O)O,0.0,-377.10160594754797,-376.94501384,555.014
C00209,O=C(O)C(=O)O,34,2,True,OC(=O)C(O)=O,0,OC(=O)C(=O)O,0.0,-373.913548255737,-373.74260461,123.278
C00940,NC(=O)CCC(=O)C(=O)O,56,5,True,NC(=O)CCC(=O)C(O)=O,0,NC(=O)CCC(=O)C(=O)O,0.0,-543.7804360449189,-543.54152944,299.387
C00392,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,74,6,True,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,0,OC[C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O,0.0,-680.094917406893,-679.90849349,597.956
C00160,O=C(O)CO,30,2,True,OCC(O)=O,0,OCC(=O)O,0.0,-300.693411909804,-300.58158389,101.81
C00256,C[C@@H](O)C(=O)O,36,3,True,C[C@@H](O)C(O)=O,0,OC(=O)[C@H](O)C,0.0,-339.485781186099,-339.36324985,150.189
C00552,O=C(O)[C@@H](O)[C@@H](O)C(=O)O,58,4,True,O[C@@H]([C@@H](O)C(O)=O)C(O)=O,0,O[C@H]([C@@H](C(=O)O)O)C(=O)O,0.0,-600.243670900659,-600.00843416,243.86
C19838,N[C@@H](C(=O)O)[C@H](O)C(=O)O,58,4,True,[NH3+][C@H]([C@H](O)C(O)=O)C(O)=O,1,OC(=O)[C@@H]([C@@H](C(=O)O)O)[NH3+],1.0,-581.002144882159,-580.77071864,1198.68
C00049,N[C@@H](CC(=O)O)C(=O)O,52,4,True,[NH3+][C@@H](CC(O)=O)C(O)=O,1,OC(=O)C[C@@H](C(=O)O)[NH3+],1.0,-506.6326035884209,-506.42571045,344.085
C02953,C[C@H](O)[C@H](O)C1=Nc2c(nc(N)[nH]c2=O)NC1,92,9,True,C[C@H](O)[C@H](O)C1=[NH+]C2=C(NC1)N=C(N)NC2=O,1,C[C@@H]([C@@H](C1=Nc2c(NC1)nc([nH]c2=O)N)O)O,0.0,-840.2099561117509,-839.86297097,690.02
C00217,N[C@H](CCC(=O)O)C(=O)O,58,5,True,[NH3+][C@H](CCC(O)=O)C(O)=O,1,OC(=O)CC[C@H](C(=O)O)[NH3+],1.0,-545.4184072392201,-545.20233854,818.668
C00250,Cc1ncc(CO)c(C=O)c1O,64,8,True,Cc1[nH+]cc(CO)c(C=O)c1[O-],0,O=Cc1c(CO)cnc(c1O)C,0.0,-583.369193517042,-583.12398578,284.211
C00556,OCc1ccccc1,42,7,True,OCc1ccccc1,0,OCc1ccccc1,0.0,-342.365007848616,-342.24939542,70.52199999999998
C02043,O=C(O)C(O)Cc1c[nH]c2ccccc12,78,11,True,OC(Cc1c[nH]c2ccccc12)C(O)=O,0,OC(=O)C(Cc1c[nH]c2c1cccc2)O,0.0,-697.485449842471,-697.2086362000001,1160.637
C00318,C[N+](C)(C)C[C@H](O)CC(=O)[O-],66,7,True,C[N+](C)(C)C[C@H](O)CC(O)=O,1,O[C@@H](C[N+](C)(C)C)CC(=O)[O-],0.0,-549.7619522443621,-549.56572279,452.77
C00810,CC(=O)[C@@H](C)O,36,4,True,C[C@@H](O)C(C)=O,0,CC(=O)[C@H](O)C,0.0,-303.88007882377,-303.77555255,351.8880000000001
C00644,O=P(O)(O)OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,98,6,True,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)COP(O)(O)=O,0,OC[C@H]([C@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O)O,0.0,-1243.020778840827,-1242.72045039,3616.567
C00186,C[C@H](O)C(=O)O,36,3,True,C[C@H](O)C(O)=O,0,OC(=O)[C@@H](O)C,0.0,-339.48525994832994,-339.36291291,114.725
C00469,CCO,20,2,True,CCO,0,CCO,0.0,-153.093409785543,-153.05898868,43.258
C02636,C[N+](C)(C)CC(=O)CC(=O)O,64,7,True,C[N+](C)(C)CC(=O)CC(O)=O,1,O=C(C[N+](C)(C)C)CC(=O)O,1.0,-548.58759805465,-548.36438415,733.817
C00956,N[C@@H](CCCC(=O)O)C(=O)O,64,6,True,[NH3+][C@@H](CCCC(O)=O)C(O)=O,1,OC(=O)CCC[C@@H](C(=O)O)[NH3+],1.0,-584.224648479421,-583.9990674,576.914
C01507,OC[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO,74,6,True,OC[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO,0,OC[C@@H]([C@H]([C@@H]([C@H](CO)O)O)O)O,0.0,-680.085792011594,-679.89890393,508.257
C00577,O=C[C@H](O)CO,36,3,True,OC[C@@H](O)C=O,0,O[C@@H](C=O)CO,0.0,-339.443668856622,-339.32884715,222.882
C03351,OCc1cccc(O)c1,48,7,True,OCc1cccc(O)c1,0,OCc1cccc(c1)O,0.0,-416.749091457967,-416.6054541,344.32
C04462,O=C(O)CCC(=O)N[C@@H](CCCC(=O)C(=O)O)C(=O)O,112,11,True,OC(=O)CCC(=O)N[C@@H](CCCC(=O)C(O)=O)C(O)=O,0,O=C(N[C@H](C(=O)O)CCCC(=O)C(=O)O)CCC(=O)O,0.0,-1071.7215631300169,-1071.25485467,4589.356
C00058,O=CO,18,1,True,OC=O,0,OC=O,0.0,-187.526577866612,-187.44675752,52.295
C01146,O=CC(O)C(=O)O,40,3,True,OC(C=O)C(O)=O,0,O=CC(C(=O)O)O,0.0,-412.672231864609,-412.50044831,137.16899999999998
C00116,OCC(O)CO,38,3,True,OCC(O)CO,0,OCC(CO)O,0.0,-340.616840004403,-340.52857368,83.25
C00092,O=P(O)(O)OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,96,6,True,OC1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@H]1O,0,OC1O[C@H](COP(=O)(O)O)[C@H]([C@@H]([C@H]1O)O)O,0.0,-1241.881820686089,-1241.56526007,1707.862
C05665,NCCC=O,30,3,True,[NH3+]CCC=O,1,C(C=O)C[NH3+],1.0,-245.848101694705,-245.76158392,137.162
C00247,OCC1(O)OC[C@H](O)[C@@H](O)[C@@H]1O,72,6,True,OCC1(O)OC[C@H](O)[C@@H](O)[C@@H]1O,0,OCC1(O)OC[C@@H]([C@H]([C@@H]1O)O)O,0.0,-678.948568467133,-678.74363206,325.831
C00280,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CCC2=O,114,19,True,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CCC2=O,0,O=C1CC[C@]2(C(=C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CCC2=O)C)C,0.0,-878.769564703257,-878.42806245,1415.184
C00334,NCCCC(=O)O,42,4,True,[NH3+]CCCC(O)=O,1,[NH3+]CCCC(=O)O,1.0,-359.05039791680395,-358.92395454,208.596
C00309,OCC1(O)OC[C@@H](O)[C@H]1O,60,5,True,OCC1(O)OC[C@@H](O)[C@H]1O,0,OCC1(O)OC[C@H]([C@H]1O)O,0.0,-565.795629874647,-565.62739059,784.6419999999998
C00795,OCC1(O)OC[C@@H](O)[C@H](O)[C@@H]1O,72,6,True,OCC1(O)OC[C@@H](O)[C@H](O)[C@@H]1O,0,OCC1(O)OC[C@H]([C@@H]([C@@H]1O)O)O,0.0,-678.9503501155181,-678.7467467,293.502
C00001,O,8,0,True,O,0,O,0.0,-75.523423027522,-75.51351889,24.451
C03943,C[C@H](N)C[C@@H](N)C(=O)O,54,5,True,C[C@H]([NH3+])C[C@@H]([NH3+])C(O)=O,2,C[C@H]([NH3+])C[C@@H]([NH3+])C(=O)O,2.0,-452.9559666865789,-452.79771374,219.88
C00168,O=C(O)C(=O)CO,40,3,True,OCC(=O)C(O)=O,0,OCC(=O)C(=O)O,0.0,-412.676583829469,-412.50364491,109.836
C00379,OC[C@H](O)[C@@H](O)[C@H](O)CO,62,5,True,OC[C@H](O)[C@@H](O)[C@H](O)CO,0,OC[C@H]([C@@H]([C@H](CO)O)O)O,0.0,-566.934388219823,-566.78074195,319.041
C00345,O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)COP(=O)(O)O,102,6,True,O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@@H](O)C(O)=O,0,O[C@@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)COP(=O)(O)O,0.0,-1316.256040642829,-1315.89949428,1897.333
C00522,CC(C)(CO)[C@@H](O)C(=O)O,60,6,True,CC(C)(CO)[C@@H](O)C(O)=O,0,OCC([C@H](C(=O)O)O)(C)C,0.0,-530.221948360031,-530.04197663,293.089
C01545,CCCCCCCC=O,54,8,True,CCCCCCCC=O,0,CCCCCCCC=O,0.0,-384.65014868951897,-384.5269392,231.349
C00065,N[C@@H](CO)C(=O)O,42,3,True,[NH3+][C@@H](CO)C(O)=O,1,OC[C@@H](C(=O)O)[NH3+],1.0,-394.61622272142995,-394.47601627,171.581
C00497,O=C(O)C[C@@H](O)C(=O)O,52,4,True,O[C@H](CC(O)=O)C(O)=O,0,OC(=O)C[C@H](C(=O)O)O,0.0,-525.8701957992611,-525.65845488,158.045
C00095,OC[C@H]1OC(O)(CO)[C@@H](O)[C@@H]1O,72,6,True,OC[C@H]1OC(O)(CO)[C@@H](O)[C@@H]1O,0,OC[C@H]1OC([C@H]([C@@H]1O)O)(O)CO,0.0,-678.948252387734,-678.74696369,304.886
C00986,NCCCN,32,3,True,[NH3+]CCC[NH3+],2,[NH3+]CCC[NH3+],2.0,-227.79723248799198,-227.7430342,69.75399999999999
C03341,CC(=O)C[C@@H](N)C(=O)O,52,5,True,CC(=O)C[C@@H]([NH3+])C(O)=O,1,CC(=O)C[C@H](C(=O)O)[NH3+],1.0,-471.015481493927,-470.82625708,452.74
C00331,O=C(O)C(=O)Cc1c[nH]c2ccccc12,76,11,True,OC(=O)C(=O)Cc1c[nH]c2ccccc12,0,OC(=O)C(=O)Cc1c[nH]c2c1cccc2,0.0,-696.311117612008,-696.00697524,353.514
C00296,O=C(O)[C@]1(O)C[C@@H](O)[C@@H](O)[C@H](O)C1,76,7,True,O[C@@H]1C[C@@](O)(C[C@@H](O)[C@H]1O)C(O)=O,0,O[C@@H]1[C@H](O)C[C@@](C[C@H]1O)(O)C(=O)O,0.0,-716.597081441333,-716.35625246,417.275
C01186,C[C@H](N)C[C@H](N)CC(=O)O,60,6,True,C[C@H]([NH3+])C[C@H]([NH3+])CC(O)=O,2,OC(=O)C[C@H](C[C@@H]([NH3+])C)[NH3+],2.0,-491.76403086888496,-491.59503021,352.8
C00166,O=C(O)C(=O)Cc1ccccc1,62,9,True,OC(=O)C(=O)Cc1ccccc1,0,O=C(C(=O)O)Cc1ccccc1,0.0,-566.37419405858,-566.13075602,559.367
C00184,O=C(CO)CO,36,3,True,OCC(=O)CO,0,OCC(=O)CO,0.0,-339.451264586294,-339.33584422,155.918
C00025,N[C@@H](CCC(=O)O)C(=O)O,58,5,True,[NH3+][C@@H](CCC(O)=O)C(O)=O,1,OC(=O)CC[C@@H](C(=O)O)[NH3+],1.0,-545.433250332813,-545.2176295,464.415
C01267,O=C(COP(=O)(O)O)Cc1c[nH]cn1,78,6,True,OP(O)(=O)OCC(=O)Cc1c[nH]c[nH+]1,1,O=C(Cc1c[nH]c[nH+]1)COP(=O)(O)O,1.0,-1050.705388747712,-1050.38482171,2745.097
C00273,O=C(CO)[C@@H](O)[C@H](O)C(=O)CO,70,6,True,OCC(=O)[C@@H](O)[C@H](O)C(=O)CO,0,OCC(=O)[C@H]([C@@H](C(=O)CO)O)O,0.0,-677.75853668403,-677.51601719,1166.425
C03167,O=CCP(=O)(O)O,42,2,True,OP(O)(=O)CC=O,0,O=CCP(=O)(O)O,0.0,-714.794439857008,-714.6345639,140.636
C00111,O=C(CO)COP(=O)(O)O,60,3,True,OCC(=O)COP(O)(O)=O,0,OCC(=O)COP(=O)(O)O,0.0,-902.382070108913,-902.1525585,415.778
C00117,O=P(O)(O)OC[C@H]1OC(O)[C@H](O)[C@@H]1O,84,5,True,OC1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,0,O[C@H]1C(O)O[C@@H]([C@H]1O)COP(=O)(O)O,0.0,-1128.728694123855,-1128.44547113,2032.609
C00441,N[C@@H](CC=O)C(=O)O,46,4,True,[NH3+][C@@H](CC=O)C(O)=O,1,O=CC[C@@H](C(=O)O)[NH3+],1.0,-432.231803600578,-432.05523213,298.023
C00474,OC[C@H](O)[C@H](O)[C@H](O)CO,62,5,True,OC[C@H](O)[C@H](O)[C@H](O)CO,0,OC[C@H]([C@H]([C@H](CO)O)O)O,0.0,-566.931852355066,-566.77922569,310.766
C00349,CC(C=O)C(=O)O,40,4,True,CC(C=O)C(O)=O,0,O=CC(C(=O)O)C,0.0,-377.100008739745,-376.94057513,183.848
C00673,O=P(O)(O)OC[C@H]1OC(O)C[C@@H]1O,78,5,True,OC1C[C@H](O)[C@@H](COP(O)(O)=O)O1,0,OC1C[C@@H]([C@H](O1)COP(=O)(O)O)O,0.0,-1054.3509069298539,-1054.09076027,737.446
C00246,CCCC(=O)O,36,4,True,CCCC(O)=O,0,CCCC(=O)O,0.0,-303.90457670997,-303.79425078,244.419
C06142,CCCCO,32,4,True,CCCCO,0,CCCCO,0.0,-230.669381969416,-230.61402529,70.348
C00204,O=C(O)C(=O)C[C@H](O)[C@H](O)CO,70,6,True,OC[C@@H](O)[C@@H](O)CC(=O)C(O)=O,0,OC[C@H]([C@H](CC(=O)C(=O)O)O)O,0.0,-677.783537473608,-677.53536181,306.755
